"","fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","pickup_date","pickup_hour","pickup_month","pickup_year","pickup_day_of_week","pickup_day","trip_distance"
"2495",7.3,-73.995404,40.749494,-74.008305,40.734126,1,"728",1,12,2010,6,31,1.25981376048459
"2496",15.78,-73.997852,40.713827,-73.988605,40.774245,5,"1685",0,8,2013,6,16,4.20715908098321
"2497",7.3,-73.988809,40.745253,-73.973665,40.738119,1,"178",17,6,2009,7,27,0.934564315946759
"2498",10.1,-73.97804,40.788954,-73.950771,40.76966,1,"738",19,1,2011,2,10,1.95477595654735
"2499",20.5,-73.90326691,40.74588013,-73.95507813,40.77932358,1,"2327",5,5,2015,5,21,3.56646795298056
"2500",6.5,-73.982785,40.73213,-73.99764,40.730385,1,"411",16,2,2010,3,16,0.787940947697178
"2501",6.9,-73.960282,40.77874,-73.958685,40.772475,5,"433",15,3,2010,4,10,0.441354698908132
"2502",11.3,-73.955775,40.784948,-73.961323,40.75582,5,"704",20,12,2010,2,6,2.03565871815781
"2503",9.38,-73.971727,40.760247,-73.861467,40.76818,1,"1169",13,3,2012,1,18,5.80253818243795
"2504",10.1,-74.01439,40.709677,-73.975792,40.71601,5,"1215",7,5,2012,5,3,2.07058466667408
"2505",4.1,-74.00565,40.736715,-73.999745,40.73856,1,"1273",14,6,2012,7,30,0.334767465166051
"2506",8.1,-73.976895,40.788172,-73.989817,40.762428,1,"365",21,12,2009,5,31,1.90503523740919
"2507",7.5,-73.979482,40.78182,-73.969452,40.800708,1,"1612",19,6,2013,3,4,1.4081301200468
"2508",8.1,-73.982635,40.754295,-73.987593,40.728768,2,"901",23,6,2011,5,23,1.78473728538696
"2509",4.5,-73.981275,40.752882,-73.974597,40.759362,1,"1166",15,3,2012,5,15,0.568629469312648
"2510",16,-73.993863,40.751685,-73.932447,40.764383,1,"2009",4,7,2014,1,6,3.3356082370277
"2511",8.1,-73.971522,40.758933,-73.971522,40.758933,1,"453",13,3,2010,3,30,0
"2512",8.5,-73.996418,40.763274,-73.979093,40.752176,1,"1467",17,1,2013,5,10,1.18882382961495
"2513",7.3,-73.979502,40.720318,-74.001152,40.71783,1,"55",6,2,2009,3,24,1.14798896796743
"2514",8.5,-73.961944,40.755745,-73.980211,40.751009,2,"802",18,3,2011,3,15,1.01167394041428
"2515",9.3,-73.989261,40.719028,-73.976955,40.752109,1,"840",0,4,2011,7,23,2.37740198264766
"2516",11.7,-73.986758,40.739673,-73.990572,40.693418,2,"1029",12,10,2011,1,30,3.20573422017957
"2517",12.5,-73.994627,40.680643,-73.9562,40.712545,3,"1211",1,4,2012,1,29,2.98842026704868
"2518",6,-73.989544,40.717761,-73.996273,40.721765,1,"1363",23,9,2012,6,28,0.448500180964085
"2519",10,-73.98808,40.748038,-73.969405,40.760167,1,"2102",22,10,2014,3,7,1.28895415662615
"2521",6.5,-73.975363,40.745663,-73.969978,40.757715,1,"836",16,4,2011,3,19,0.8801062845737
"2523",9.5,-74.000272,40.742885,-73.98576,40.7627,1,"1441",20,12,2012,7,15,1.56742653292746
"2524",5.5,-73.988758,40.748087,-73.991025,40.740535,2,"1833",16,1,2014,7,11,0.535716750115843
"2525",7.5,-74.003694,40.732016,-74.016423,40.71666,1,"2003",22,6,2014,2,30,1.25438932825032
"2526",8.91,-73.788284,40.647459,-73.967035,40.693882,2,"540",16,6,2010,6,25,9.91247786328644
"2527",7.5,-74.002839,40.733727,-73.985392,40.739765,1,"1648",0,7,2013,4,10,1.00529223943123
"2528",6.9,-74.005949,40.70599,-73.98888,40.716722,1,"515",22,5,2010,2,31,1.16276322041836
"2529",3.7,-73.993515,40.751997,-73.987525,40.760273,1,"801",21,3,2011,2,14,0.652849021543285
"2530",11.7,-74.01636,40.704795,-73.994593,40.749569,1,"1056",14,11,2011,7,26,3.30054910070307
"2531",5.3,-73.983947,40.763422,-73.987848,40.754477,1,"1264",13,6,2012,5,21,0.65161701647478
"2532",7,-74.003224,40.727706,-73.988374,40.748798,2,"1545",4,3,2013,6,29,1.65356531321942
"2533",7,-73.992937,40.725837,-73.980353,40.734395,5,"1680",2,8,2013,1,11,0.886291524164107
"2534",5,-73.981438,40.75002,-73.973402,40.756798,1,"2014",16,7,2014,6,11,0.630170349697829
"2535",16,-73.990186,40.719024,-73.965174,40.691889,1,"2056",10,8,2014,6,22,2.28977461150189
"2536",6.6,-73.997987,40.729271,-73.982709,40.739335,2,"13",23,1,2009,3,13,1.06105865990431
"2537",12.5,-74.012889,40.716594,-73.977894,40.764008,1,"657",6,10,2010,4,20,3.757648096664
"2538",5.7,-73.982134,40.742263,-73.976783,40.727953,1,"225",22,8,2009,5,13,1.0287995809168
"2539",11.7,-73.989137,40.71898,-73.95107,40.774742,1,"807",3,3,2011,1,20,4.34242451761912
"2540",13.3,-73.954852,40.769113,-73.998225,40.745268,2,"1016",20,10,2011,2,17,2.80801606153093
"2541",8,-74.005728,40.745754,-74.003824,40.731958,2,"1525",22,3,2013,7,9,0.959482583252469
"2542",12,-73.996637,40.725452,-73.978787,40.750765,1,"2018",16,7,2014,3,15,1.98517848300402
"2544",11.3,-73.990082,40.746527,-73.98522,40.72401,1,"1153",23,3,2012,6,2,1.57822654284962
"2545",5.5,-73.992991,40.74292,-73.982966,40.742378,1,"1392",14,10,2012,7,27,0.526717232086593
"2546",5.5,-73.984137,40.742677,-73.995105,40.739292,1,"1454",18,12,2012,6,28,0.620673709164408
"2547",7,-73.998864,40.733398,-73.989364,40.723054,1,"1555",18,4,2013,2,8,0.871735441014655
"2548",5.7,-73.977302,40.752748,-73.96741,40.76074,4,"601",10,8,2010,4,25,0.757784792363465
"2549",6.1,-74.010549,40.716163,-74.003305,40.728517,1,"842",23,4,2011,2,25,0.935116378453485
"2550",11,-73.968625,40.76143,-73.977962,40.762157,3,"1454",14,12,2012,6,28,0.491762240276553
"2551",17.5,-74.01609,40.711312,-73.971997,40.743317,1,"1620",15,6,2013,4,12,3.20049175569614
"2552",9,-73.984037,40.729345,-73.965067,40.759427,1,"1930",18,4,2014,6,18,2.30608125911354
"2553",8.1,-73.982412,40.730625,-73.948589,40.745534,2,"68",13,3,2009,2,9,2.05083669433124
"2554",6.5,-73.964448,40.765992,-73.97498,40.770377,3,"677",17,11,2010,3,9,0.629615671490641
"2555",8.5,-73.962175,40.767815,-73.980692,40.7538,1,"1602",17,5,2013,7,25,1.37149394286447
"2556",10.5,-73.989995,40.767353,-73.966015,40.794858,1,"1794",14,12,2013,3,3,2.27973383289654
"2557",14.1,-73.976888,40.7877,-73.967403,40.761462,2,"858",13,5,2011,4,11,1.88168011333715
"2558",7.3,-73.946066,40.703118,-73.967897,40.693267,1,"1218",1,5,2012,1,6,1.33229901466036
"2559",8.1,-73.968247,40.755492,-73.990623,40.757498,1,"1279",22,7,2012,6,6,1.1805997873116
"2560",8.5,-73.990285,40.756942,-73.979545,40.762092,1,"1404",9,11,2012,5,8,0.665989016168834
"2561",7.7,-73.981995,40.76272,-73.958093,40.777116,1,"555",17,7,2010,7,10,1.5998088802858
"2562",10,-73.96411133,40.80799103,-73.98110962,40.78182983,1,"2244",18,2,2015,6,27,2.01666705098451
"2563",8.5,-73.98074341,40.75070953,-73.96537018,40.75909042,1,"2252",22,3,2015,7,7,0.992434270904677
"2564",6.9,-73.957906,40.782036,-73.967848,40.76293,2,"673",14,11,2010,6,5,1.42049041932656
"2565",6.5,-73.992955,40.742852,-73.977992,40.76173,5,"945",11,8,2011,7,6,1.52311098601762
"2566",7.5,-73.99401,40.751432,-73.978563,40.758272,1,"2108",16,10,2014,2,13,0.937524668910226
"2567",5.3,-73.992768,40.748655,-73.991747,40.735172,2,"800",18,3,2011,1,13,0.934162600034852
"2568",20.9,-73.862747,40.768817,-73.996987,40.726612,1,"56",16,2,2009,4,25,7.61630583485556
"2569",10.9,-73.967085,40.76419,-73.989623,40.754607,1,"204",16,7,2009,5,23,1.3541800263117
"2570",4.1,-73.971453,40.7948,-73.973262,40.797823,1,"831",11,4,2011,5,14,0.229559335040472
"2571",14.9,-74.005008,40.707282,-73.995907,40.759195,1,"906",21,6,2011,3,28,3.62240620994356
"2572",5,-73.982957,40.771805,-73.980398,40.76492,5,"1866",19,2,2014,5,13,0.494748913192476
"2573",12.5,-73.979165,40.76189,-73.994485,40.750257,4,"2176",15,12,2014,7,20,1.13658865681602
"2574",5.7,-73.983293,40.762909,-73.977559,40.752447,1,"973",5,9,2011,1,4,0.783550016866621
"2575",8.5,-73.985654,40.759768,-74.00328,40.735304,4,"1176",10,3,2012,1,25,1.92786497023576
"2576",4.5,-73.953268,40.78831,-73.955895,40.779565,5,"183",20,7,2009,5,2,0.620348312201655
"2577",17.48,-73.986837,40.758767,-73.92956,40.848685,1,"786",11,2,2011,1,27,6.90495203153012
"2578",16.5,-74.015765,40.711095,-73.980835,40.752002,5,"911",8,7,2011,1,3,3.3702508946418
"2579",7,-73.952388,40.772365,-73.975207,40.77849,1,"1870",23,2,2014,2,17,1.26815260655426
"2580",9.3,-73.97288,40.75859,-73.980968,40.753562,1,"636",14,9,2010,4,29,0.54822469226607
"2581",4.5,-73.954475,40.784055,-73.959977,40.77613,2,"1220",11,5,2012,3,8,0.619312289940648
"2582",21.11,-73.870873,40.773672,-74.01526,40.711413,1,"669",10,11,2010,2,1,8.70655823555434
"2583",8.5,-73.99345,40.727492,-74.010275,40.719169,1,"827",22,4,2011,1,10,1.0532681004602
"2584",9,-73.99111938,40.76044846,-73.99564362,40.73894882,1,"2202",22,1,2015,5,15,1.50592426046875
"2585",15.7,-74.002367,40.75025,-73.943942,40.815242,5,"122",3,5,2009,7,2,5.4381750497829
"2586",8.5,-73.988338,40.737423,-73.976748,40.758885,3,"203",15,7,2009,4,22,1.60397536940911
"2587",5.3,-74.005418,40.7285,-74.004328,40.716346,1,"829",12,4,2011,3,12,0.842640646387153
"2588",4.9,-73.973444,40.754675,-73.97934,40.755018,1,"920",18,7,2011,3,12,0.309845352346162
"2589",14.9,-73.96503,40.771548,-73.90585,40.757105,3,"308",18,11,2009,4,4,3.25742312854299
"2590",8.9,-73.968274,40.759231,-73.984147,40.771554,1,"1058",10,11,2011,2,28,1.19083362844747
"2591",6.5,-74.00567,40.708912,-73.961615,40.76027,1,"1903",7,3,2014,7,22,4.23696467970161
"2592",13,-73.990787,40.750877,-73.98124,40.7594,1,"2168",9,12,2014,6,12,0.773173109455622
"2593",11.3,-73.978114,40.727008,-74.00465,40.708583,1,"302",4,10,2009,5,29,1.88671612837783
"2594",10.5,-73.98236,40.76837,-73.998708,40.745382,1,"653",15,10,2010,7,16,1.80613295775955
"2595",14.1,-73.991495,40.723802,-74.015153,40.715523,3,"325",11,11,2009,7,21,1.36609980330169
"2596",4.9,-73.990043,40.729513,-73.996293,40.723634,1,"206",21,7,2009,7,25,0.522211891487604
"2597",12.5,-73.9745,40.754835,-73.999653,40.713923,1,"754",18,1,2011,4,26,3.12193506880365
"2598",10.1,-73.995814,40.769358,-73.974452,40.756069,3,"1015",14,10,2011,1,16,1.44828069839185
"2599",8,-73.987572,40.72932,-73.980157,40.748827,2,"1655",23,7,2013,4,17,1.40416226247418
"2600",8.9,-73.979548,40.730155,-73.985545,40.697937,1,"155",3,6,2009,5,4,2.2506135942459
"2601",18.5,-73.990482,40.728868,-73.987924,40.773802,1,"1853",21,1,2014,6,31,3.11100628623486
"2602",16.5,-73.944116,40.788111,-73.993981,40.759974,1,"2065",13,8,2014,1,31,3.25740736638177
"2603",17.5,-73.988035,40.718667,-74.006117,40.67422,1,"1854",19,2,2014,7,1,3.21735426233934
"2604",12.5,-73.981675,40.745947,-73.95472,40.777722,1,"2157",22,12,2014,2,1,2.61249802160694
"2605",6.1,-73.974397,40.763192,-73.974232,40.754852,5,"106",11,4,2009,5,16,0.576948616765397
"2606",8.9,-73.972013,40.75541,-73.99838,40.723905,1,"264",19,9,2009,2,21,2.58042812020839
"2607",5.7,-74.001235,40.734497,-73.985034,40.742088,3,"645",23,10,2010,6,8,0.998338621514256
"2608",21.36,-73.871007,40.7736,-73.986317,40.631512,1,"1739",14,10,2013,4,9,11.5394388118414
"2609",9.5,-73.990599,40.724521,-74.012566,40.717074,1,"1953",19,5,2014,1,11,1.26156143039798
"2610",10.9,-74.008332,40.711735,-73.991492,40.750455,5,"6",18,1,2009,3,6,2.81999639162316
"2611",7.7,-73.973525,40.792382,-73.949822,40.777057,1,"1098",0,1,2012,7,7,1.63242473793703
"2612",21.3,-73.92579,40.761853,-73.956888,40.820947,2,"150",2,5,2009,7,30,4.40005438996683
"2613",5.7,-73.999117,40.719297,-73.985422,40.717912,5,"705",21,12,2010,3,7,0.724338119354192
"2614",11.3,-73.993465,40.741555,-73.958632,40.764789,3,"1083",0,12,2011,6,23,2.43191185567906
"2615",12.4,-73.776746,40.64513,-73.921759,40.617181,2,"1862",23,2,2014,1,9,7.85408499181022
"2616",5.3,-73.999969,40.761411,-73.993763,40.752208,1,"53",21,2,2009,1,22,0.714819444983448
"2617",4.1,-74.001674,40.73557,-74.001929,40.729537,3,"70",8,3,2009,4,11,0.41752097326053
"2618",14.5,-73.96433,40.807471,-73.967715,40.768613,1,"1223",14,5,2012,6,11,2.69367585045981
"2619",11.3,-73.994092,40.751185,-73.966678,40.761745,1,"258",19,9,2009,3,15,1.61144754645385
"2620",18.75,-74.006884,40.729594,-73.969272,40.800815,1,"1683",17,8,2013,4,14,5.30586833590047
"2621",14.16,-73.862795,40.769097,-73.975267,40.755337,1,"1381",13,10,2012,3,16,5.9689706529353
"2622",7.5,-73.978075,40.745882,-73.980566,40.759786,1,"1644",14,7,2013,7,6,0.970566670700224
"2623",6,-73.987673,40.724457,-74.001332,40.731333,1,"2117",17,10,2014,4,22,0.859564126165642
"2624",15.5,-73.96897125,40.76073074,-73.9941864,40.75014877,3,"2357",8,6,2015,7,20,1.51040920759476
"2625",15.7,-74.00553,40.748205,-73.988171,40.696083,2,"117",11,4,2009,2,27,3.71839146647145
"2626",17.5,-74.012727,40.716898,-73.971157,40.762119,2,"2145",7,11,2014,4,19,3.81192588900454
"2627",8.5,-73.98725891,40.72928619,-73.97958374,40.75211716,2,"2194",3,1,2015,4,7,1.62965751425559
"2628",18.5,-73.99456787,40.75064087,-73.98284912,40.77322006,1,"2364",13,6,2015,7,27,1.67816411291583
"2629",4.9,-73.994242,40.751003,-73.994715,40.760626,1,"370",23,1,2010,3,5,0.666091113876557
"2630",8.5,-73.993327,40.747387,-74.01019,40.714392,1,"568",10,7,2010,6,23,2.4474707864516
"2631",4.9,-73.936678,40.814,-73.936297,40.807294,1,"1112",6,1,2012,7,21,0.464287551655252
"2632",11.3,-74.01012,40.720622,-73.986537,40.762305,1,"1327",19,8,2012,5,23,3.13697893944611
"2633",8.5,-73.970521,40.752354,-73.993707,40.762062,1,"1866",12,2,2014,5,13,1.38808280675454
"2634",6.5,-73.97512,40.753213,-73.987627,40.73271,1,"83",18,3,2009,3,24,1.56234769501088
"2635",3.7,-73.995892,40.686718,-73.996615,40.680883,2,"175",6,6,2009,4,24,0.405388951099625
"2636",17.27,-73.78902,40.641523,-73.790213,40.763988,1,"481",18,4,2010,3,27,8.47122380160801
"2637",11.3,-73.98957,40.73976,-73.979318,40.780275,5,"504",23,5,2010,5,20,2.8534633773125
"2638",7.7,-73.989127,40.726791,-74.011188,40.713335,1,"1201",4,4,2012,5,19,1.48455875740099
"2639",18.5,-73.99388123,40.75152969,-74.01286316,40.70233917,1,"2286",2,4,2015,6,10,3.54504949434296
"2640",18.34,-73.985281,40.752603,-74.176925,40.694843,1,"1733",9,10,2013,5,3,10.8116524505774
"2641",6.5,-73.957988,40.764942,-73.943103,40.790057,5,"700",18,12,2010,5,2,1.90416114805233
"2642",14.5,-74.00546,40.739542,-73.947686,40.706918,1,"942",1,8,2011,4,3,3.77691582345412
"2643",7,-73.95572662,40.7796402,-73.97670746,40.78852844,1,"2313",9,5,2015,5,7,1.25915828663733
"2644",17.65,-73.862883,40.769106,-73.979739,40.755132,1,"83",19,3,2009,3,24,6.19812530889819
"2645",4.5,-73.953621,40.775519,-73.960435,40.766159,1,"524",17,6,2010,4,9,0.739317061486642
"2646",13.89,-73.866225,40.77128,-73.97376,40.751207,6,"1211",16,4,2012,1,29,5.80258920105337
"2647",17.38,-73.990615,40.745973,-73.919077,40.83556,6,"1231",1,5,2012,7,19,7.24125008569015
"2648",3.5,-73.963547,40.771194,-73.963431,40.775176,1,"1894",19,3,2014,5,13,0.275504843742137
"2649",19.5,-73.969738,40.7542,-74.006245,40.710847,2,"1934",12,4,2014,3,22,3.55726036335777
"2650",19,-73.987023,40.760975,-73.955182,40.765882,5,"2096",13,10,2014,4,1,1.70235392958024
"2651",5.7,-73.970084,40.789159,-73.957635,40.779242,1,"225",8,8,2009,5,13,0.946395470028865
"2652",7.3,-73.954647,40.765655,-73.950005,40.786248,2,"244",15,9,2009,3,1,1.44503684704
"2653",6.5,-73.987755,40.743986,-73.982886,40.759798,1,"850",23,5,2011,3,3,1.12309108627463
"2654",14.1,-73.97957,40.746718,-73.9524,40.78082,1,"894",9,6,2011,5,16,2.75507305808093
"2655",4.1,-74.001346,40.730889,-73.998235,40.735411,2,"138",9,5,2009,2,18,0.352741757374647
"2656",4.9,-73.98053,40.744805,-73.989112,40.748207,1,"553",20,7,2010,5,8,0.507576187084562
"2657",6.5,-73.994684,40.689621,-73.994684,40.689621,1,"1212",7,4,2012,2,30,0
"2658",5.5,-73.946893,40.781657,-73.952275,40.789742,5,"1470",18,1,2013,1,13,0.626264627582997
"2659",5.3,-73.969848,40.752897,-73.981259,40.749576,1,"720",15,12,2010,4,22,0.640548256904891
"2660",3.7,-74.006316,40.730219,-74.004506,40.73771,1,"878",6,5,2011,3,31,0.526771092453694
"2661",6.5,-73.999785,40.728327,-73.985075,40.719315,2,"163",1,6,2009,6,12,0.991575720248944
"2662",9.7,-74.005906,40.735928,-73.9827,40.777227,1,"846",5,4,2011,6,29,3.10468271123324
"2663",20.1,-73.979145,40.762112,-73.995648,40.758815,1,"1293",16,7,2012,6,20,0.894212938578729
"2664",11,-73.988865,40.748554,-73.965108,40.761735,2,"2161",23,12,2014,6,5,1.54298416161109
"2665",7,-73.953853,40.778988,-73.964476,40.792188,1,"1450",9,12,2012,2,24,1.06920745140053
"2666",8.5,-73.97123,40.751252,-73.990105,40.734193,3,"1714",21,9,2013,7,14,1.53975454470048
"2667",4.2,-73.96643,40.76471,-73.964113,40.773471,1,"89",5,3,2009,2,30,0.618040920390656
"2668",5.7,-73.99209,40.756987,-73.99564,40.764093,2,"293",23,10,2009,3,20,0.525540835974258
"2669",19.5,-74.01544,40.711135,-73.991085,40.75615,1,"1949",12,5,2014,4,7,3.36523816137332
"2670",7.5,-73.982112,40.731967,-73.97598,40.75012,1,"2030",4,7,2014,1,27,1.29612881342622
"2671",6.1,-73.954461,40.781108,-73.953391,40.764842,1,"84",6,3,2009,4,25,1.12652624995349
"2672",9.3,-73.999306,40.717231,-73.975608,40.724225,1,"445",19,3,2010,2,22,1.33322315647718
"2673",7.3,-74.003066,40.750576,-73.988759,40.768813,1,"977",10,9,2011,5,8,1.46737603601353
"2674",11.3,-74.006747,40.739822,-73.987498,40.719972,1,"1112",1,1,2012,7,21,1.70389908491519
"2675",10,-74.001067,40.729342,-73.97953,40.749335,1,"1764",4,11,2013,1,3,1.78509622159447
"2676",19,-74.005025,40.722755,-73.95236,40.779867,1,"1958",0,5,2014,6,16,4.81892173552034
"2677",7.9,-73.994686,40.736522,-73.984012,40.727072,1,"56",19,2,2009,4,25,0.860406285254501
"2678",13,-73.997892,40.724223,-73.982238,40.768262,1,"1512",22,2,2013,1,24,3.15473368485918
"2679",5.5,-73.978285,40.737182,-73.970902,40.74724,2,"1626",13,6,2013,3,18,0.796075065631437
"2680",8.1,-74.010158,40.72055,-73.987705,40.714282,5,"502",21,5,2010,3,18,1.25444893198174
"2681",8.9,-73.956523,40.783907,-73.980963,40.78466,1,"679",8,11,2010,5,11,1.28108697284702
"2682",12.1,-73.992997,40.742593,-73.97153,40.782297,1,"1058",19,11,2011,2,28,2.96772420626135
"2683",6,-73.991985,40.743987,-73.98481,40.753635,5,"1577",15,4,2013,3,30,0.765985541071526
"2684",8.5,-73.940538,40.793242,-73.951182,40.774287,2,"1761",7,10,2013,5,31,1.42472613924275
"2685",10,-73.958603,40.764696,-73.981624,40.73669,1,"1777",21,11,2013,7,16,2.28208877400458
"2686",10,-73.975085,40.752562,-74.004982,40.731872,1,"2024",20,7,2014,2,21,2.12205338843224
"2687",14.5,-73.999317,40.743992,-73.97223,40.796308,1,"359",14,12,2009,6,25,3.8869920071734
"2688",8.1,-73.991983,40.744233,-73.988938,40.748282,1,"368",19,1,2010,1,3,0.322340466211257
"2689",20,-73.985823,40.759541,-74.015044,40.70479,1,"1915",11,4,2014,5,3,4.08515819084769
"2690",4.5,-73.962352,40.772942,-73.962907,40.774907,1,"588",19,8,2010,5,12,0.138994862864535
"2691",11.3,-73.981213,40.760227,-73.992757,40.734633,1,"684",12,11,2010,3,16,1.87085974045493
"2692",7.5,-74.00018311,40.74287796,-73.98298645,40.73875046,1,"2199",8,1,2015,2,12,0.945392458508607
"2693",15.5,-73.9445,40.775327,-73.984395,40.769792,2,"1863",12,2,2014,2,10,2.12462183249959
"2694",8.5,-74.001337,40.731274,-74.008223,40.711402,1,"594",22,8,2010,4,18,1.42117255625212
"2695",10.17,-73.780022,40.647177,-73.976485,40.746387,1,"1335",16,8,2012,6,31,12.3793291671998
"2696",5.7,-73.984515,40.758392,-73.973417,40.757635,1,"1305",14,8,2012,4,1,0.583832596889242
"2697",8.5,-73.78931,40.647765,-73.78488,40.666577,6,"1531",0,3,2013,6,15,1.32184079439295
"2698",6.1,-74.008057,40.740313,-74.00104,40.735093,2,"790",20,3,2011,5,3,0.51538891578907
"2699",8,-73.984023,40.731927,-73.964307,40.756162,6,"1443",22,12,2012,2,17,1.96919685389729
"2700",11.5,-73.985952,40.726677,-73.963432,40.711467,1,"1553",2,4,2013,7,6,1.58138077326288
"2701",4.5,-73.983227,40.738918,-73.990085,40.729452,1,"1134",15,2,2012,1,12,0.746947669861102
"2702",10,-74.005536,40.741006,-74.015577,40.709957,1,"1559",20,4,2013,6,12,2.21124115631604
"2703",5.5,-73.96630859,40.79444122,-73.96201324,40.8052597,6,"2252",10,3,2015,7,7,0.781391007053744
"2704",8.9,-73.957574,40.769887,-73.985154,40.732201,1,"958",0,8,2011,6,19,2.98058018944725
"2705",6.9,-74.011608,40.714802,-74.008608,40.704201,1,"1293",9,7,2012,6,20,0.749960705138725
"2706",8.5,-73.947808,40.775315,-73.97479,40.757487,1,"113",7,4,2009,5,23,1.87585385455754
"2707",7.7,-73.982292,40.745407,-73.96329,40.765875,2,"194",16,7,2009,2,13,1.73082662661544
"2708",8.1,-73.968351,40.762265,-73.990636,40.761204,1,"421",12,2,2010,6,26,1.16986158780813
"2709",4.5,-73.987437,40.738756,-73.979159,40.747878,1,"801",23,3,2011,2,14,0.765722645418841
"2710",20.5,-73.954938,40.769195,-73.992197,40.750712,1,"1639",13,7,2013,2,1,2.33352156180043
"2711",4.5,-73.986332,40.734205,-73.984405,40.728707,2,"2136",19,11,2014,2,10,0.39348531171825
"2712",5.7,-73.982524,40.735653,-73.988734,40.748532,1,"742",17,1,2011,6,14,0.948436386165421
"2713",12.5,-73.97465,40.76224,-73.9802,40.732185,1,"2082",11,9,2014,4,17,2.09917161625586
"2714",10,-73.96684265,40.79374313,-73.96183777,40.77392197,1,"2215",12,1,2015,5,29,1.39587720657411
"2715",6,-73.999541,40.73367,-74.005271,40.739844,3,"1692",21,8,2013,6,23,0.522084285336876
"2716",6,-73.998835,40.724702,-73.995908,40.732458,2,"1525",22,3,2013,7,9,0.55799614163718
"2717",21.5,-73.99860382,40.74515152,-73.9853363,40.71092224,1,"2336",13,5,2015,7,30,2.4676922438874
"2718",6.5,-73.980325,40.765073,-73.991783,40.749867,1,"177",23,6,2009,6,26,1.211082450755
"2719",5.7,-73.982151,40.772528,-73.981531,40.783538,1,"281",18,10,2009,5,8,0.762261772192493
"2720",7,-73.954827,40.780737,-73.959917,40.773645,6,"1956",14,5,2014,4,14,0.558328519963751
"2721",12.1,-73.992837,40.689914,-74.001354,40.725183,1,"1167",23,3,2012,6,16,2.48012127374474
"2722",7,-73.975538,40.749493,-73.988977,40.758842,1,"1421",22,11,2012,1,25,0.956063170397576
"2724",8.5,-73.958083,40.76933,-73.965528,40.755152,1,"96",16,4,2009,2,6,1.05542462402548
"2725",5.3,-73.994132,40.732155,-73.981811,40.73739,1,"251",12,9,2009,3,8,0.740378508693144
"2726",4.5,-73.98461,40.769478,-73.993257,40.757482,4,"883",10,6,2011,1,5,0.945383958765268
"2727",10,-73.985279,40.741875,-73.982405,40.771416,2,"1960",1,5,2014,1,18,2.04891359555664
"2728",8.9,-73.982121,40.773175,-74.00826,40.748811,1,"282",17,10,2009,6,9,2.17155722874343
"2729",8.1,-73.988808,40.723108,-73.985358,40.760847,1,"837",23,4,2011,4,20,2.61668807842169
"2730",4,-73.988427,40.736319,-73.992948,40.730104,1,"1838",1,1,2014,5,16,0.490880414362305
"2731",12,-73.97836,40.724887,-74.003997,40.742327,3,"1889",1,3,2014,7,8,1.80579545557543
"2732",4.5,-73.969517,40.757483,-73.961383,40.768763,1,"80",12,3,2009,7,21,0.889036419215421
"2733",10.1,-73.946758,40.78442,-73.982018,40.77479,1,"789",9,3,2011,4,2,1.96330183486669
"2734",7.5,-73.976712,40.755672,-73.980327,40.744892,5,"1810",14,12,2013,5,19,0.769345931194067
"2735",18,-74.006252,40.733087,-73.97524,40.787422,1,"1549",20,4,2013,3,2,4.09457466776662
"2736",16,-74.017087,40.708952,-73.992222,40.751622,5,"1853",9,1,2014,6,31,3.22647604333394
"2737",9.5,-73.958724,40.778262,-73.972482,40.759353,1,"1913",9,4,2014,3,1,1.49338133491502
"2738",14.5,-74.001143,40.722796,-73.980361,40.751107,1,"2047",16,8,2014,4,13,2.24082676344485
"2739",6.9,-73.999877,40.728562,-74.010712,40.708032,2,"1182",2,3,2012,7,31,1.52947086446874
"2740",7,-74.004661,40.730688,-74.013631,40.715568,1,"1621",9,6,2013,5,13,1.14670919430229
"2741",9.7,-73.980223,40.751678,-73.974667,40.787492,1,"311",1,11,2009,7,7,2.49431983128495
"2742",15.5,-74.012736,40.701506,-73.980165,40.735837,1,"1626",9,6,2013,3,18,2.92489082473699
"2743",16.93,-73.789657,40.643888,-73.82655,40.76902,2,"1729",11,9,2013,1,29,8.86901878357927
"2744",10.5,-73.969928,40.75307,-74.003495,40.742694,1,"1964",0,5,2014,5,22,1.89979878814567
"2745",5.5,-73.998272,40.740547,-74.005137,40.729625,6,"2168",18,12,2014,6,12,0.836792326898055
"2746",7,-74.002293,40.755833,-73.990963,40.755803,1,"1427",18,12,2012,7,1,0.593658620890923
"2747",7.09,-73.790025,40.647137,-73.989398,40.756177,1,"1939",9,4,2014,1,27,12.8916369273254
"2749",4.1,-73.996542,40.737868,-73.945438,40.820603,1,"619",19,9,2010,1,12,6.31789723958437
"2750",3.7,-73.971773,40.797283,-73.966797,40.803875,1,"852",18,5,2011,5,5,0.525165053079247
"2751",6.5,-73.984798,40.748097,-73.991781,40.759452,1,"913",0,7,2011,3,5,0.866479652288625
"2752",7.7,-73.977513,40.755082,-73.954387,40.78697,5,"1073",23,12,2011,3,13,2.51650421551037
"2753",6.1,-74.002452,40.733445,-73.98982,40.72572,1,"713",23,12,2010,4,15,0.850851522113283
"2754",8.1,-73.952452,40.772657,-73.96918,40.76056,1,"1230",8,5,2012,6,18,1.21167412807612
