fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,pickup_date,pickup_day,pickup_hour,pickup_month,pickup_year,pickup_day_of_week,trip_distance
15.8,-73.79010773,40.64359283,-73.93962859999999,40.68373871,3.0,2238.0,22.0,13.0,2.0,2015.0,0,8.312903774837428
10.5,-74.005433,40.727393,-74.00277,40.760571999999996,1.0,225.0,14.0,19.0,8.0,2009.0,5,2.296681933971861
5.7,-73.999983,40.717971999999996,-74.013085,40.706043,1.0,601.0,26.0,0.0,8.0,2010.0,4,1.072464328602646
19.3,-73.975408,40.741107,-73.870362,40.772742,1.0,938.0,31.0,12.0,7.0,2011.0,0,5.916380968923472
4.5,-73.986266,40.769864,-73.99238000000001,40.766606,1.0,1260.0,18.0,15.0,6.0,2012.0,1,0.3911922671902503
9.7,-74.003403,40.74841,-73.97522,40.755645,1.0,393.0,29.0,8.0,1.0,2010.0,5,1.55752861415296
9.0,-74.003474,40.743563,-73.992998,40.723325,1.0,1372.0,8.0,22.0,10.0,2012.0,1,1.5020324409073804
13.5,-73.987549,40.752967,-74.007133,40.718245,1.0,1898.0,18.0,12.0,3.0,2014.0,2,2.6089697864794466
8.1,-73.998305,40.723893,-74.007642,40.743023,1.0,188.0,8.0,12.0,7.0,2009.0,3,1.4092575033037855
6.5,-73.968538,40.791038,-73.964535,40.798325,1.0,660.0,24.0,18.0,10.0,2010.0,0,0.5452871419439581
7.7,-73.969587,40.757687,-73.991362,40.75023,1.0,1260.0,18.0,13.0,6.0,2012.0,1,1.250745152313322
15.5,-73.98870699999999,40.758423,-73.952783,40.807937,1.0,1445.0,20.0,21.0,12.0,2012.0,4,3.9033388595422562
7.7,-73.95369699999999,40.781957,-73.97702,40.758695,2.0,349.0,16.0,22.0,12.0,2009.0,3,2.0180837979936217
12.9,-73.958485,40.717132,-74.002027,40.730195,3.0,894.0,17.0,23.0,6.0,2011.0,5,2.4521541381323764
12.9,-74.01685400000001,40.704856,-73.986499,40.759238,3.0,1175.0,25.0,8.0,3.0,2012.0,0,4.079724218496998
10.5,-73.977233,40.752537,-73.97322199999999,40.74405,2.0,1671.0,3.0,11.0,8.0,2013.0,6,0.622847453941457
6.2,-73.980785,40.760819,-73.961937,40.767251,1.0,55.0,25.0,23.0,2.0,2009.0,3,1.0818402835259826
10.1,-73.992692,40.721336,-73.985342,40.752431,3.0,283.0,11.0,11.0,10.0,2009.0,0,2.1826438332045903
18.44,-73.98405799999999,40.725367,-73.937057,40.8515,2.0,442.0,20.0,0.0,3.0,2010.0,6,9.055147680296729
8.9,-73.998762,40.739793,-73.98404000000001,40.721498,3.0,806.0,20.0,19.0,3.0,2011.0,0,1.4805427159406175
7.0,-73.96316,40.765527,-73.974852,40.755485,1.0,1421.0,26.0,7.0,11.0,2012.0,1,0.9251061828650559
17.0,-73.991472,40.739062,-73.985412,40.757667,5.0,1594.0,18.0,20.0,5.0,2013.0,6,1.3240396041945641
12.9,-74.012254,40.707684,-73.981788,40.732428999999996,1.0,906.0,29.0,22.0,6.0,2011.0,3,2.33845941701403
11.0,-73.970774,40.76406,-73.985585,40.744205,1.0,1724.0,25.0,15.0,9.0,2013.0,3,1.5757223071223216
7.0,-73.947122,40.775867,-73.963327,40.775137,1.0,1634.0,27.0,10.0,6.0,2013.0,4,0.8493866754587194
17.7,-73.78990300000001,40.646763,-73.831675,40.71495,1.0,35.0,5.0,8.0,2.0,2009.0,4,5.1948601489185044
3.3,-73.98317800000001,40.75328,-73.990112,40.751148,1.0,307.0,4.0,15.0,11.0,2009.0,3,0.39168742554963276
8.9,-73.97815200000001,40.763186,-73.94879300000001,40.775162,1.0,390.0,26.0,18.0,1.0,2010.0,2,1.7449545354947644
8.1,-73.99694000000001,40.736328,-73.978925,40.719621999999994,1.0,705.0,8.0,10.0,12.0,2010.0,3,1.4906698276138475
11.3,-73.928484,40.752077,-73.942403,40.837324,1.0,1379.0,15.0,3.0,10.0,2012.0,1,5.934826606756536
9.5,-73.980614,40.774947999999995,-73.952898,40.769940000000005,1.0,2186.0,31.0,19.0,12.0,2014.0,3,1.4909478776205884
12.9,-73.969531,40.761098,-74.008205,40.747618,1.0,666.0,30.0,12.0,10.0,2010.0,6,2.2281656324221903
14.0,-73.999801,40.761493,-73.999849,40.726787,2.0,1826.0,5.0,14.0,1.0,2014.0,0,2.3979542542254633
8.5,-73.962885,40.758266,-73.973943,40.753754,1.0,2090.0,26.0,7.0,9.0,2014.0,5,0.6573755530061226
4.9,-73.974252,40.763983,-73.979582,40.77113,1.0,16.0,17.0,21.0,1.0,2009.0,6,0.5671337375168404
4.9,-73.9615,40.765137,-73.963433,40.774425,1.0,557.0,13.0,16.0,7.0,2010.0,2,0.6496611961603085
8.1,-73.992513,40.724272,-73.971767,40.755787,1.0,1197.0,16.0,20.0,4.0,2012.0,1,2.4332976610514874
4.1,-73.977317,40.729217,-73.97389799999999,40.723533,5.0,1258.0,16.0,22.0,6.0,2012.0,6,0.4316055833694077
5.0,-73.996442,40.738065,-73.98995699999999,40.74385,1.0,1535.0,20.0,9.0,3.0,2013.0,3,0.524420068313796
13.12,-73.965558,40.762751,-73.89961,40.893033,2.0,1953.0,12.0,7.0,5.0,2014.0,1,9.639333146231923
5.0,-73.988766,40.748727,-73.98376800000001,40.743904,3.0,2022.0,20.0,13.0,7.0,2014.0,0,0.4236669453016244
5.0,-73.969712,40.757627,-73.964872,40.76416,1.0,1390.0,26.0,18.0,10.0,2012.0,5,0.5175996126590416
15.5,-73.990133,40.732394,-73.98305500000001,40.774131,2.0,1517.0,2.0,21.0,3.0,2013.0,6,2.9074466809477224
6.1,-73.98227800000001,40.768258,-73.983398,40.777658,1.0,511.0,28.0,17.0,5.0,2010.0,5,0.6521158511053743
10.9,-73.96306700000001,40.71396,-73.959362,40.693653000000005,1.0,802.0,16.0,9.0,3.0,2011.0,3,1.4164354023968877
19.7,-73.95751899999999,40.769446,-73.986699,40.704184999999995,1.0,1308.0,5.0,9.0,8.0,2012.0,0,4.760853857111094
6.92,-73.975707,40.740567,-73.954125,40.77017,1.0,454.0,1.0,15.0,4.0,2010.0,4,2.3365492317387946
7.7,-73.99169,40.75461,-73.98174200000001,40.736753,1.0,516.0,2.0,20.0,6.0,2010.0,3,1.339190106694662
9.7,-73.986814,40.755239,-73.94846700000001,40.783083000000005,1.0,915.0,8.0,0.0,7.0,2011.0,5,2.7798575944655233
8.9,-73.931787,40.744885,-73.96177,40.761185,5.0,1135.0,14.0,18.0,2.0,2012.0,2,1.9316149699724046
7.7,-73.987365,40.733375,-73.992073,40.748968,1.0,1250.0,8.0,21.0,6.0,2012.0,5,1.1052033495964662
5.0,-73.978652,40.756637,-73.98087,40.744882000000004,1.0,1470.0,14.0,6.0,1.0,2013.0,1,0.8204473725613876
5.3,-73.98281800000001,40.766128,-73.977228,40.774344,2.0,502.0,19.0,12.0,5.0,2010.0,3,0.6386001601239385
8.1,-73.999833,40.720555,-74.00733699999999,40.745858,1.0,1220.0,9.0,0.0,5.0,2012.0,3,1.7918694299018296
9.5,-73.960933,40.714865,-73.93024,40.705188,1.0,1351.0,17.0,21.0,9.0,2012.0,1,1.7410244126488064
4.5,-73.988487,40.764261,-73.987673,40.768005,1.0,2098.0,4.0,21.0,10.0,2014.0,6,0.26216905367403065
4.9,-73.96425,40.76535,-73.959785,40.776928000000005,1.0,49.0,19.0,16.0,2.0,2009.0,4,0.8333820866163818
9.3,-73.962203,40.7791,-73.983427,40.755466999999996,1.0,748.0,21.0,15.0,1.0,2011.0,5,1.9747935332443223
16.41,-73.979938,40.72697,-74.030845,40.62378,5.0,1594.0,18.0,14.0,5.0,2013.0,6,7.612441362654421
4.5,-73.984604,40.779567,-73.976037,40.781937,1.0,2008.0,6.0,17.0,7.0,2014.0,0,0.4771883663365712
5.7,-73.987246,40.722394,-73.97905300000001,40.739632,2.0,1055.0,26.0,3.0,11.0,2011.0,6,1.2659249865422901
7.0,-73.98464799999999,40.764821999999995,-73.97286700000001,40.780352,2.0,1798.0,8.0,11.0,12.0,2013.0,0,1.2374846780635944
8.5,-73.98231700000001,40.77158,-73.991508,40.750448,1.0,884.0,7.0,13.0,6.0,2011.0,2,1.5372692859324244
10.1,-73.989752,40.733121999999995,-73.991453,40.755415,1.0,1312.0,9.0,18.0,8.0,2012.0,4,1.5428690642959655
11.0,-74.000982,40.736726000000004,-73.969686,40.753725,1.0,2162.0,7.0,0.0,12.0,2014.0,0,2.0157635129437503
5.7,-73.969268,40.689496999999996,-73.98755600000001,40.692887,1.0,526.0,12.0,5.0,6.0,2010.0,6,0.9863045531188147
7.7,-73.991687,40.742357,-73.98205300000001,40.757387,1.0,635.0,29.0,10.0,9.0,2010.0,3,1.1544323761084223
7.7,-73.98378000000001,40.75509,-73.98019000000001,40.78047,1.0,1161.0,11.0,23.0,3.0,2012.0,0,1.7636224962973388
22.1,-73.99809300000001,40.741827,-73.998205,40.741021999999994,1.0,1316.0,13.0,4.0,8.0,2012.0,1,0.05592829744158674
11.3,-73.968918,40.800803,-73.98223,40.759102,1.0,458.0,5.0,7.0,4.0,2010.0,1,2.9642429803061776
9.7,-74.012383,40.70625,-74.00841199999999,40.740502,1.0,985.0,17.0,22.0,9.0,2011.0,6,2.3757019785817732
6.5,-73.992142,40.755152,-73.994088,40.742758,5.0,1101.0,11.0,10.0,1.0,2012.0,3,0.8623794539905211
7.5,-74.001397,40.730982,-73.986025,40.730996999999995,1.0,1846.0,25.0,17.0,1.0,2014.0,6,0.8048423900242035
4.0,-73.96999359,40.79735565,-73.97338104,40.79266739,1.0,2193.0,7.0,17.0,1.0,2015.0,3,0.36922167627948643
4.1,-73.966782,40.770082,-73.959085,40.769082,1.0,1270.0,28.0,11.0,6.0,2012.0,4,0.4086464195750893
11.5,-73.970405,40.755542,-73.979588,40.739857,1.0,1800.0,10.0,8.0,12.0,2013.0,2,1.185546661731919
5.5,-73.950849,40.775601,-73.95553199999999,40.764334000000005,1.0,1471.0,15.0,13.0,1.0,2013.0,2,0.8161315144646369
10.1,-73.996553,40.737926,-74.010729,40.713406,1.0,108.0,19.0,0.0,4.0,2009.0,0,1.8496453471989762
5.3,-73.975915,40.760433,-73.96977,40.753163,1.0,1032.0,3.0,8.0,11.0,2011.0,4,0.5964466976261981
4.5,-73.988951,40.68897,-73.987473,40.696360999999996,1.0,1057.0,28.0,20.0,11.0,2011.0,1,0.5165054334346932
4.0,-73.97198,40.782087,-73.96421,40.777242,1.0,1467.0,11.0,12.0,1.0,2013.0,5,0.5266135312803676
13.5,-73.972328,40.762339000000004,-74.005899,40.745419,1.0,1573.0,27.0,11.0,4.0,2013.0,6,2.110468508716533
9.5,-73.984612,40.744727000000005,-74.009007,40.738165,5.0,1629.0,22.0,0.0,6.0,2013.0,6,1.355158787132404
4.0,-73.976745,40.754324,-73.980767,40.750265,1.0,1755.0,26.0,8.0,10.0,2013.0,6,0.3506688791824271
13.0,-73.99528503,40.73093796,-73.98140717,40.75819397,1.0,2296.0,21.0,9.0,4.0,2015.0,2,2.018470541788035
6.5,-73.926466,40.698029,-73.917236,40.688965,2.0,2118.0,24.0,0.0,10.0,2014.0,5,0.7912069128772595
9.7,-73.97383,40.783893,-73.966122,40.758115000000004,5.0,682.0,15.0,10.0,11.0,2010.0,1,1.8261841461597463
14.5,-73.998347,40.723615,-73.967043,40.765702000000005,1.0,1658.0,21.0,17.0,7.0,2013.0,0,3.3378571615178165
8.1,-74.009003,40.704190000000004,-74.004953,40.720225,1.0,875.0,29.0,22.0,5.0,2011.0,0,1.1280326900215396
7.7,-73.984387,40.7469,-73.977563,40.759327,1.0,1025.0,27.0,14.0,10.0,2011.0,4,0.929947984020704
7.5,-73.976159,40.736221,-73.977182,40.751998,1.0,1560.0,14.0,6.0,4.0,2013.0,0,1.0913999704746222
7.5,-73.991318,40.716976,-73.979405,40.73577,2.0,1659.0,22.0,23.0,7.0,2013.0,1,1.4405927094967275
16.5,-73.963432,40.774652,-73.963565,40.798446999999996,4.0,1771.0,11.0,23.0,11.0,2013.0,1,1.6440903906814859
5.3,-73.94709,40.779309999999995,-73.93254499999999,40.794717999999996,1.0,875.0,29.0,13.0,5.0,2011.0,0,1.3085568986033185
4.9,-73.98806,40.737961999999996,-73.978757,40.74484,5.0,1111.0,21.0,16.0,1.0,2012.0,6,0.6804509656517997
20.5,-73.974314,40.783421000000004,-74.016504,40.704708000000004,4.0,78.0,20.0,9.0,3.0,2009.0,5,5.869869910108988
3.5,-73.902097,40.763719,-73.90225,40.763566,1.0,1816.0,26.0,14.0,12.0,2013.0,4,0.013261198102598093
9.3,-73.994505,40.751568,-74.004028,40.72383,1.0,226.0,15.0,8.0,8.0,2009.0,6,1.9802946054499968
4.9,-73.99022,40.729024,-73.98670600000001,40.739917,1.0,818.0,2.0,7.0,4.0,2011.0,6,0.7747929853941687
6.1,-73.969675,40.762827,-73.971243,40.750877,1.0,1023.0,25.0,16.0,10.0,2011.0,2,0.8297335237677178
17.9,-74.001437,40.746365000000004,-73.99498100000001,40.680621,1.0,55.0,25.0,19.0,2.0,2009.0,3,4.555037439790359
7.7,-73.969766,40.750719000000004,-73.98577900000001,40.727077,1.0,63.0,5.0,23.0,3.0,2009.0,4,1.8360525612683574
13.5,-73.991208,40.735045,-73.98208699999999,40.773998999999996,2.0,1387.0,23.0,20.0,10.0,2012.0,2,2.733470491064053
5.5,-73.953682,40.779247,-73.944,40.791282,2.0,2147.0,22.0,12.0,11.0,2014.0,6,0.9736586377410548
4.1,-73.96005500000001,40.762159999999994,-73.95229499999999,40.772953,2.0,292.0,20.0,23.0,10.0,2009.0,2,0.8491166612483176
6.9,-73.98711,40.751837,-73.991817,40.745208,1.0,449.0,27.0,20.0,3.0,2010.0,6,0.5200830034548563
5.3,-73.96770500000001,40.765757,-73.97016500000001,40.75795,1.0,1262.0,20.0,20.0,6.0,2012.0,3,0.5545618647514181
8.5,-73.955497,40.779621999999996,-73.945918,40.804536999999996,1.0,2049.0,16.0,23.0,8.0,2014.0,6,1.7929025270011665
9.3,-73.97242,40.786097,-74.004142,40.742573,2.0,31.0,1.0,23.0,2.0,2009.0,0,3.4349886233729787
9.3,-73.974532,40.75673,-73.977152,40.772657,1.0,155.0,5.0,12.0,6.0,2009.0,5,1.108957766390237
12.1,-74.00889699999999,40.719347,-73.983807,40.775434999999995,1.0,640.0,4.0,20.0,10.0,2010.0,1,4.09180077802543
5.3,-74.005907,40.745658,-73.992398,40.763875,1.0,1043.0,14.0,22.0,11.0,2011.0,1,1.4436664754244104
10.0,-74.007992,40.745295,-73.97564799999999,40.74907,5.0,1512.0,25.0,21.0,2.0,2013.0,1,1.7130169630080372
7.0,-73.982378,40.768638,-73.994505,40.755911,1.0,1540.0,25.0,19.0,3.0,2013.0,1,1.0844486528372803
5.3,-73.99874799999999,40.734675,-73.98564,40.742197999999995,1.0,838.0,22.0,1.0,4.0,2011.0,5,0.8608649454500221
6.5,-73.990504,40.686634999999995,-73.9796,40.677704999999996,1.0,1381.0,17.0,22.0,10.0,2012.0,3,0.8408965857373484
5.5,-73.990087,40.746717,-73.991496,40.735603999999995,1.0,1762.0,2.0,20.0,11.0,2013.0,6,0.7713688291535316
15.19,-73.979955,40.760659999999994,-73.940125,40.838716999999995,6.0,1989.0,17.0,18.0,6.0,2014.0,2,5.7815851584028435
9.3,-73.982473,40.771892,-73.964485,40.806915000000004,3.0,1155.0,5.0,6.0,3.0,2012.0,1,2.5963720540034747
6.9,-73.977796,40.751688,-73.994923,40.7281,1.0,476.0,23.0,16.0,4.0,2010.0,5,1.86012620716191
6.9,-73.99015,40.74434,-74.005672,40.727185,3.0,960.0,22.0,22.0,8.0,2011.0,1,1.4371171062824855
13.35,-73.940849,40.839893,-73.995482,40.753003,3.0,997.0,29.0,18.0,9.0,2011.0,4,6.648935106076499
7.3,-73.993061,40.682895,-73.98098399999999,40.664091,1.0,1197.0,16.0,2.0,4.0,2012.0,1,1.4451728237508605
16.56,-73.97066099999999,40.796745,-74.007412,40.704836,1.0,1890.0,10.0,6.0,3.0,2014.0,1,6.635255313832706
2.9,-73.98044946,40.7540737,-73.97379294,40.75715907,1.0,788.0,2.0,12.0,3.0,2011.0,3,0.4084374281351147
6.5,-73.967355,40.803321999999994,-73.970437,40.78866,5.0,1968.0,27.0,7.0,5.0,2014.0,2,1.02579289244202
7.83,-73.87218,40.774012,-73.979385,40.763688,2.0,162.0,12.0,11.0,6.0,2009.0,5,5.654975521052611
7.7,-73.977319,40.758386,-74.001416,40.740196000000005,1.0,596.0,21.0,12.0,8.0,2010.0,6,1.7805844595460512
18.5,-73.963651,40.754788,-73.998249,40.722817,2.0,762.0,4.0,20.0,2.0,2011.0,5,2.856616263547137
12.1,-73.98005,40.76088,-73.945601,40.779532,1.0,934.0,27.0,19.0,7.0,2011.0,3,2.2158985895403864
5.7,-74.00073,40.731922,-73.99746,40.744927000000004,1.0,1157.0,7.0,20.0,3.0,2012.0,3,0.9147206482730089
4.0,-73.956889,40.774853,-73.948228,40.774703,1.0,1721.0,22.0,22.0,9.0,2013.0,0,0.4532895084569002
9.0,-73.975267,40.78727,-73.984072,40.770265,1.0,1849.0,28.0,11.0,1.0,2014.0,2,1.2620179449156725
16.5,-73.99730799999999,40.722485,-73.941775,40.714667,5.0,2024.0,22.0,18.0,7.0,2014.0,2,2.957861379023876
5.7,-73.997157,40.764478000000004,-73.991507,40.751532,5.0,317.0,14.0,1.0,11.0,2009.0,6,0.9420919267535475
9.7,-73.99531999999999,40.739458,-73.967528,40.755732,2.0,944.0,6.0,22.0,8.0,2011.0,6,1.8386568594055175
7.3,-73.971292,40.795262,-73.987095,40.775587,1.0,1060.0,1.0,14.0,12.0,2011.0,4,1.591063229471189
6.0,-73.968952,40.760995,-73.98205300000001,40.766417,1.0,1351.0,17.0,17.0,9.0,2012.0,1,0.781275039741042
16.1,-74.014675,40.717108,-73.979332,40.749867,5.0,222.0,11.0,8.0,8.0,2009.0,2,2.923544473620944
15.7,-73.97372,40.67893,-73.985858,40.7439,2.0,806.0,20.0,13.0,3.0,2011.0,0,4.533782144139031
13.5,-74.008575,40.71399,-73.984065,40.754591999999995,1.0,1972.0,31.0,11.0,5.0,2014.0,6,3.0848856712556634
12.47,-73.996515,40.763457,-73.918502,40.870484999999995,1.0,2021.0,19.0,3.0,7.0,2014.0,6,8.44544097199411
9.7,-73.98800200000001,40.721329,-73.990927,40.750209999999996,3.0,500.0,17.0,0.0,5.0,2010.0,1,2.0013515507965494
4.9,-73.980772,40.733667,-73.99287700000001,40.739546999999995,1.0,1185.0,4.0,12.0,4.0,2012.0,3,0.7527784139629665
9.0,-73.98599,40.73489,-73.96218,40.759409999999995,1.0,1629.0,22.0,23.0,6.0,2013.0,6,2.103224065980936
5.0,-73.98267,40.766575,-73.98114,40.7598,3.0,1761.0,1.0,9.0,11.0,2013.0,5,0.47490564772035665
11.5,-73.97963715,40.73340988,-73.98036957,40.75070572,1.0,2249.0,5.0,10.0,3.0,2015.0,4,1.1956420116353423
8.2,-73.982624,40.763016,-73.983835,40.739079,1.0,6.0,7.0,22.0,1.0,2009.0,3,1.6551011232952424
8.1,-73.955962,40.782131,-73.975948,40.754734,1.0,959.0,21.0,14.0,8.0,2011.0,0,2.1626421585447724
12.5,-73.96602299999999,40.763697,-73.96123399999999,40.806531,1.0,977.0,9.0,8.0,9.0,2011.0,5,2.9701289964303945
7.5,-73.962377,40.770545,-73.98863,40.774303,2.0,1485.0,29.0,21.0,1.0,2013.0,2,1.3980131945201202
12.5,-73.972027,40.745702,-73.98384,40.761987,1.0,2067.0,3.0,8.0,9.0,2014.0,3,1.283869670064445
10.9,-73.949524,40.780803999999996,-73.977714,40.745619,1.0,87.0,29.0,16.0,3.0,2009.0,0,2.8436510161183164
9.0,-73.93908499999999,40.748241,-73.92738299999999,40.738079,1.0,1375.0,11.0,18.0,10.0,2012.0,4,0.9317897407418636
12.5,-74.00745,40.715697,-73.988826,40.74306,1.0,1243.0,1.0,9.0,6.0,2012.0,5,2.1272644286146916
6.1,-73.96943,40.762357,-73.959682,40.776722,1.0,907.0,30.0,13.0,6.0,2011.0,4,1.1159280200430168
8.5,-73.976975,40.784957,-73.949212,40.802692,1.0,1131.0,10.0,23.0,2.0,2012.0,5,1.9001339244521314
16.5,-73.979677,40.721392,-73.990157,40.684175,1.0,1394.0,30.0,16.0,10.0,2012.0,2,2.6293861938796157
14.0,-73.96813,40.787468,-73.977246,40.749968,1.0,1596.0,20.0,20.0,5.0,2013.0,1,2.6345452977096455
17.77,-73.988895,40.72313,-73.939175,40.816427000000004,1.0,1762.0,2.0,21.0,11.0,2013.0,6,6.951428078407826
10.5,-73.978115,40.761906,-73.983661,40.752903,1.0,2044.0,11.0,10.0,8.0,2014.0,1,0.6864355069156103
6.5,-73.969528,40.795182000000004,-73.95129,40.785595,5.0,373.0,9.0,16.0,1.0,2010.0,6,1.1614534398956358
4.5,-73.997989,40.751111,-73.998652,40.758412,1.0,2043.0,10.0,8.0,8.0,2014.0,0,0.5056424743809634
9.5,-74.005833,40.737021999999996,-73.99718,40.727265,2.0,2042.0,9.0,13.0,8.0,2014.0,6,0.8122298774200938
6.9,-73.95858199999999,40.769036,-73.96367099999999,40.756324,1.0,113.0,24.0,8.0,4.0,2009.0,5,0.9178033709887092
7.7,-74.00555,40.740815000000005,-73.994443,40.748643,1.0,659.0,23.0,20.0,10.0,2010.0,6,0.7940888939319918
8.1,-74.007025,40.71601,-73.997088,40.741367,1.0,895.0,18.0,11.0,6.0,2011.0,6,1.8276241042156145
8.0,-73.99240112,40.74539566,-73.98880768,40.73115158,1.0,2253.0,9.0,18.0,3.0,2015.0,1,1.0019893675644294
7.0,-73.98043100000001,40.753823,-73.996707,40.736571000000005,1.0,2177.0,22.0,20.0,12.0,2014.0,1,1.4651785106186632
6.5,-74.001988,40.740288,-74.000857,40.7576,3.0,45.0,15.0,15.0,2.0,2009.0,0,1.1976077462896564
4.1,-73.953769,40.766935,-73.95915,40.759572,2.0,546.0,2.0,11.0,7.0,2010.0,5,0.5814713285622585
11.0,-73.972165,40.746082,-73.995317,40.717495,6.0,1538.0,23.0,10.0,3.0,2013.0,6,2.3174674014125913
14.5,-74.00835699999999,40.711915000000005,-73.947383,40.726463,2.0,84.0,26.0,21.0,3.0,2009.0,4,3.3474990140092338
6.5,-73.98770999999999,40.741642999999996,-73.96981,40.754533,1.0,411.0,17.0,21.0,2.0,2010.0,3,1.2927054197176795
9.5,-73.98429200000001,40.740202000000004,-73.980967,40.721109999999996,2.0,1650.0,13.0,21.0,7.0,2013.0,6,1.3305677991512026
16.5,-74.004989,40.740884,-73.986227,40.670851,1.0,400.0,6.0,10.0,2.0,2010.0,6,4.937592346810339
16.9,-74.01409,40.713848,-73.97853,40.75074,1.0,954.0,16.0,22.0,8.0,2011.0,2,3.156526370326773
7.3,-73.980749,40.745682,-74.00144300000001,40.740147,1.0,203.0,23.0,9.0,7.0,2009.0,4,1.1488175406165375
6.5,-73.995253,40.740004,-73.98617800000001,40.755528999999996,1.0,448.0,26.0,14.0,3.0,2010.0,5,1.1731490730083574
3.3,-73.97949200000001,40.756091999999995,-73.982285,40.751387,1.0,666.0,30.0,17.0,10.0,2010.0,6,0.35644030615841693
4.9,-74.004063,40.733044,-74.000902,40.739039,1.0,1213.0,2.0,0.0,5.0,2012.0,3,0.4460499548904368
4.5,-73.966778,40.753462,-73.976775,40.745490000000004,2.0,33.0,3.0,18.0,2.0,2009.0,2,0.7597430163518609
3.7,-73.98475,40.769688,-73.985178,40.77295,1.0,536.0,22.0,0.0,6.0,2010.0,2,0.22649237357896493
8.5,-73.977129,40.743229,-73.982967,40.760851,1.0,948.0,10.0,7.0,8.0,2011.0,3,1.2553206516451696
7.3,-73.956,40.7818,-73.9704,40.7621,1.0,984.0,16.0,8.0,9.0,2011.0,5,1.5557759564029658
8.5,-73.989325,40.718371999999995,-73.951776,40.714027,4.0,1249.0,7.0,3.0,6.0,2012.0,4,1.9891985437426145
7.5,-73.962526,40.804963,-73.951234,40.794027,1.0,1923.0,12.0,19.0,4.0,2014.0,6,0.9590425027516367
11.0,-73.98280334,40.76206207,-73.99219513,40.74107742,2.0,2319.0,14.0,22.0,5.0,2015.0,4,1.5309665545377846
6.9,-73.952123,40.798583,-73.970586,40.785857,1.0,452.0,30.0,19.0,3.0,2010.0,2,1.3060952505102312
9.3,-73.974337,40.747246999999994,-74.002022,40.735005,1.0,1034.0,5.0,11.0,11.0,2011.0,6,1.6780697898869932
18.1,-74.00809,40.704134,-73.97228,40.765205,1.0,1144.0,23.0,11.0,2.0,2012.0,4,4.617355673794951
11.3,-73.994663,40.740154,-73.97021600000001,40.784012,1.0,232.0,21.0,13.0,8.0,2009.0,5,3.2893045032014996
6.5,-73.98182299999999,40.750569,-73.967098,40.764435999999996,1.0,296.0,24.0,19.0,10.0,2009.0,6,1.2295949781323792
8.1,-73.997475,40.721012,-74.014847,40.71051,5.0,1228.0,17.0,2.0,5.0,2012.0,4,1.1636985153791393
13.0,-73.974393,40.731165000000004,-73.967547,40.763287,1.0,1870.0,18.0,16.0,2.0,2014.0,2,2.24815997294508
11.5,-73.973927,40.754665,-73.995014,40.743983,1.0,2051.0,18.0,8.0,8.0,2014.0,1,1.3277854588680373
3.8,-73.98498599999999,40.761004,-73.993225,40.764427000000005,1.0,18.0,19.0,21.0,1.0,2009.0,1,0.49177425491894944
11.3,-73.98233,40.739389,-73.991978,40.749484,1.0,799.0,13.0,13.0,3.0,2011.0,0,0.8611458257935994
8.1,-73.99056999999999,40.718736,-73.949405,40.713832000000004,2.0,839.0,23.0,1.0,4.0,2011.0,6,2.1822442735443723
9.3,-74.000721,40.732089,-73.96706800000001,40.760546000000005,1.0,1296.0,24.0,23.0,7.0,2012.0,2,2.639902038362062
15.73,-73.988152,40.740111999999996,-73.78235500000001,40.646727,2.0,1387.0,23.0,7.0,10.0,2012.0,2,12.564414086831677
12.74,-73.783388,40.648561,-73.982778,40.76155,2.0,1407.0,12.0,16.0,11.0,2012.0,1,13.03900873235663
17.3,-73.968108,40.800461999999996,-74.009208,40.725983,1.0,543.0,29.0,0.0,6.0,2010.0,2,5.577411170444786
6.1,-73.97238,40.749527,-73.990638,40.745328,1.0,772.0,14.0,15.0,2.0,2011.0,1,0.998775394433881
5.7,-73.997513,40.74118,-73.985012,40.750567,2.0,1029.0,31.0,7.0,10.0,2011.0,1,0.921337811462525
11.7,-73.991139,40.727676,-73.972465,40.689639,1.0,1108.0,18.0,23.0,1.0,2012.0,3,2.8041960155011214
9.3,-74.004387,40.730959999999996,-73.99410300000001,40.757327000000004,1.0,1236.0,25.0,14.0,5.0,2012.0,5,1.8996592644949424
10.9,-74.00479200000001,40.741512,-73.988697,40.717427,3.0,1259.0,17.0,4.0,6.0,2012.0,0,1.865325882596352
8.0,-73.966179,40.794815,-73.981166,40.773662,1.0,2082.0,18.0,19.0,9.0,2014.0,4,1.6585585742253244
12.9,-73.954154,40.764129,-73.993356,40.751290000000004,1.0,544.0,30.0,14.0,6.0,2010.0,3,2.23526281697913
4.0,-73.99969499999999,40.74351,-73.994505,40.750840000000004,1.0,1823.0,2.0,10.0,1.0,2014.0,4,0.5747176282446089
7.0,-73.97446442,40.79060364,-73.96166229,40.78042603,1.0,2336.0,31.0,14.0,5.0,2015.0,0,0.9711068779989944
4.9,-73.968907,40.712685,-73.987243,40.724998,4.0,764.0,6.0,16.0,2.0,2011.0,0,1.2828728048667446
3.5,-73.986335,40.745709999999995,-73.975362,40.758257,4.0,1799.0,9.0,16.0,12.0,2013.0,1,1.0399063569171771
12.0,-73.960091,40.770338,-73.974252,40.793292,2.0,2076.0,12.0,12.0,9.0,2014.0,5,1.7504809008712194
